id	string	family	given	name	flag	start	end
bm000378359	Bennett (fl. 1950)	Bennett (fl. 1950)             					
bm000356463	Pennhoffer	Pennhoffer             					
bm000500150	Mueller, M. (fl. 1952-1955)	Mueller	M.	M. Mueller	fl. 	1952	1955
bm000370930	Ma, Wei-Liang (1936-)	Ma	Wei-Liang	Wei-Liang Ma		1936	
bm000327789	Mandaoué, L.	Mandaoué	L.	L. Mandaoué			
bm000355256	Ma, Ke-Yuan	Ma	Ke-Yuan	Ke-Yuan Ma			
bm000150212	Atz'am, C.	Atz'am	C.	C. Atz'am			
bm000001649	Cordemoy, Camille de (1840-1909)	Cordemoy	Camille de	Camille de Cordemoy		1840	1909
bm000126496	Tekwe, Charles (fl. 1992)	Tekwe	Charles	Charles Tekwe	fl. 	1992	
bm000326430	Trudgen, Malcolm Eric (1951-)	Trudgen	Malcolm Eric	Malcolm Eric Trudgen		1951	
bm000352341	Láznička, O.	Láznička	O.	O. Láznička			
bm000354582	Baschant	Baschant             					
bm000360055	Griffin, Laurence Edmonds (1874-)	Griffin	Laurence Edmonds	Laurence Edmonds Griffin		1874	
bm000037151	Mendes, Luiz Teixeira	Mendes	Luiz Teixeira	Luiz Teixeira Mendes			
bm000116570	Godman, Alice (fl. 1925-1931)	Godman	Alice	Alice Godman	fl. 	1925	1931
bm000383469	Bainbridge, Richard (1800-1900)	Bainbridge	Richard	Richard Bainbridge		1800	1900
bm000361759	Putnam, L.	Putnam	L.	L. Putnam			
bm000129048	Andriamahavita (fl. 1957)	Andriamahavita (fl. 1957)             					
bm000335835	Woodcock, Fidella G.	Woodcock	Fidella G.	Fidella G. Woodcock			
bm000380138	Burlingham, Gertrude Simmons (1872-1952)	Burlingham	Gertrude Simmons	Gertrude Simmons Burlingham		1872	1952
bm000356941	Westman, Lars	Westman	Lars	Lars Westman			
bm000392587	Hansen, Lars (1788-1876)	Hansen	Lars	Lars Hansen		1788	1876
bm000364276	Masago, M.	Masago	M.	M. Masago			
bm000377703	Round, Frank Eric (1927-)	Round	Frank Eric	Frank Eric Round		1927	
bm000341337	Bardwell, K.V.	Bardwell	K.V.	K.V. Bardwell			
bm000370283	Montaldo, Norberto (1952-)	Montaldo	Norberto	Norberto Montaldo		1952	
bm000024126	Mutimushi, J.M. (fl. 1959-1971)	Mutimushi	J.M.	J.M. Mutimushi	fl. 	1959	1971
bm000355817	McLeish, Ian	McLeish	Ian	Ian McLeish			
bm000353078	Waterbury, Miss R.	Waterbury	Miss R.	Miss R. Waterbury			
bm000359271	Knowlton, H.L.	Knowlton	H.L.	H.L. Knowlton			
bm000130783	Garrone, B. (fl. 1997)	Garrone	B.	B. Garrone	fl. 	1997	
bm000030153	Loejtnant, Bernt	Loejtnant	Bernt	Bernt Loejtnant			
bm000126162	Allkin, Robert (fl. 1995-1997)	Allkin	Robert	Robert Allkin	fl. 	1995	1997
bm000500250	Schloeder, Catherine A. (fl. 2007)	Schloeder	Catherine A.	Catherine A. Schloeder	fl. 	2007	
bm000044656	Rosero R., Javier (fl. 1947)	Rosero R.	Javier	Javier Rosero R.	fl. 	1947	
bm000130588	Garrigues, M. (fl. 1970-1973)	Garrigues	M.	M. Garrigues	fl. 	1970	1973
bm000047600	Mestdagh, E. (fl. 1914)	Mestdagh	E.	E. Mestdagh	fl. 	1914	
bm000378588	Bohlin, Anders Birger (1898-)	Bohlin	Anders Birger	Anders Birger Bohlin		1898	
bm000137477	Moreira, José Israel (fl. 1945)	Moreira	José Israel	José Israel Moreira	fl. 	1945	
bm000150172	Appent, O.	Appent	O.	O. Appent			
bm000034687	Jarvis, Charles Edward (1954-)	Jarvis	Charles Edward	Charles Edward Jarvis		1954	
bm000129446	Charbotel (fl. 1904)	Charbotel (fl. 1904)             					
bm000346093	Rose, L.C.	Rose	L.C.	L.C. Rose			
bm000360611	Slosson, A.T.	Slosson	A.T.	A.T. Slosson			
bm000361247	Salontai, Alexandru	Salontai	Alexandru	Alexandru Salontai			
bm000340364	Chen, Jing-Fang	Chen	Jing-Fang	Jing-Fang Chen			
bm000031118	Peredo, Ismael (fl. 1945-1949)	Peredo	Ismael	Ismael Peredo	fl. 	1945	1949
bm000344769	Bionka	Bionka             					
bm000347343	Street, William	Street	William	William Street			
bm000152934	Ninh, Trân (1943-)	Ninh	Trân	Trân Ninh		1943	
bm000369031	Yakovlev, G.P. (1938-)	Yakovlev	G.P.	G.P. Yakovlev		1938	
bm000401235	Turner, D. (fl. 1977)	Turner	D.	D. Turner	fl. 	1977	
bm000139257	Cordoba, F.	Cordoba	F.	F. Cordoba			
bm000355193	Zhang, Yu-Ying (1913-)	Zhang	Yu-Ying	Yu-Ying Zhang		1913	
bm000366627	Singer, Jakob (1834-1901)	Singer	Jakob	Jakob Singer		1834	1901
bm000375152	Štěpánek, Jan (1955-)	Štěpánek	Jan	Jan Štěpánek		1955	
bm000348767	Allen, G. Dexter	Allen	G. Dexter	G. Dexter Allen			
bm000381888	Witte, de (fl. 1977)	Witte	de	de Witte	fl. 	1977	
bm000129742	Engledow, Henry R. (fl. 2002)	Engledow	Henry R.	Henry R. Engledow	fl. 	2002	
bm000336517	Nash, Elizabeth	Nash	Elizabeth	Elizabeth Nash			
bm000152903	Neubert, H. (1935-2003)	Neubert	H.	H. Neubert		1935	2003
bm000326971	Johnson, Stephen	Johnson	Stephen	Stephen Johnson			
bm000338789	Barker, Paul	Barker	Paul	Paul Barker			
bm000360561	Kaleva, Kirsti (1941-1976)	Kaleva	Kirsti	Kirsti Kaleva		1941	1976
bm000368476	Slavíková, Zdeňka (1935-)	Slavíková	Zdeňka	Zdeňka Slavíková		1935	
bm000363817	Hayne, W.G.	Hayne	W.G.	W.G. Hayne			
bm000141020	Ferrucci, Silvia	Ferrucci	Silvia	Silvia Ferrucci			
bm000361710	Nyman, P.J.	Nyman	P.J.	P.J. Nyman			
bm000050957	Vazquez Rosillo, N. (1937-)	Vazquez Rosillo	N.	N. Vazquez Rosillo		1937	
bm000049134	Huashikat, V.	Huashikat	V.	V. Huashikat			
bm000356512	Owen, Owen Parry	Owen	Owen Parry	Owen Parry Owen			
bm000401254	Valdés, B.	Valdés	B.	B. Valdés			
bm000026524	Rojkowski, S.	Rojkowski	S.	S. Rojkowski			
bm000330330	Pelvet, François Alexandre (1801-1882)	Pelvet	François Alexandre	François Alexandre Pelvet		1801	1882
bm000344243	Maëngkom, J.	Maëngkom	J.	J. Maëngkom			
bm000140110	Ledezma, Alejandro	Ledezma	Alejandro	Alejandro Ledezma			
bm000326378	González, Angel C.	González	Angel C.	Angel C. González			
bm000382517	Vielguth, Ferdinand	Vielguth	Ferdinand	Ferdinand Vielguth			
bm000332386	Czernajew, Vassiliǐ Matveievitch (1796-1871)	Czernajew	Vassiliǐ Matveievitch	Vassiliǐ Matveievitch Czernajew		1796	1871
bm000369975	Howard, Lauren D. (1950-)	Howard	Lauren D.	Lauren D. Howard		1950	
bm000365814	Lang, Frank Alexander (1937-)	Lang	Frank Alexander	Frank Alexander Lang		1937	
bm000391422	Bradley, Arnold Eastwood (1873-1944)	Bradley	Arnold Eastwood	Arnold Eastwood Bradley		1873	1944
bm000138405	Robles, A. (fl. 2002)	Robles	A.	A. Robles	fl. 	2002	
bm000334087	Chan, Chu-Lun	Chan	Chu-Lun	Chu-Lun Chan			
bm000358732	Kidston, C.M.	Kidston	C.M.	C.M. Kidston			
bm000327269	Thaisz, Lájos von (1867-1937)	Thaisz	Lájos von	Lájos von Thaisz		1867	1937
bm000364766	Ferguson, D.H. (fl. 1957)	Ferguson	D.H.	D.H. Ferguson	fl. 	1957	
bm000327083	Wild, C. (fl. 1880-1887)	Wild	C.	C. Wild	fl. 	1880	1887
bm000368775	Tyrl, Ronald Jay (1943-)	Tyrl	Ronald Jay	Ronald Jay Tyrl		1943	
bm000035559	Nchami, V.C. (fl. 1945)	Nchami	V.C.	V.C. Nchami	fl. 	1945	
bm000328746	Upton, G.B.	Upton	G.B.	G.B. Upton			
bm000361878	Palmgren, Eva	Palmgren	Eva	Eva Palmgren			
bm000351886	Oberli, H.	Oberli	H.	H. Oberli			
bm000337221	Beaudouin, H.W.	Beaudouin	H.W.	H.W. Beaudouin			
bm000369048	Chen, Zui-Ching (1930-)	Chen	Zui-Ching	Zui-Ching Chen		1930	
bm000151209	Everett	Everett             					
bm000032262	Simpson, David Alan (1955-)	Simpson	David Alan	David Alan Simpson		1955	
bm000350169	Thompson, Mary	Thompson	Mary	Mary Thompson			
bm000153693	Robertson-Glasgow, C.P. (fl. 1898)	Robertson-Glasgow	C.P.	C.P. Robertson-Glasgow	fl. 	1898	
bm000376851	Trenbatt, B.R.	Trenbatt	B.R.	B.R. Trenbatt			
bm000369501	Yang, Zi-Wen (1939-)	Yang	Zi-Wen	Zi-Wen Yang		1939	
bm000139011	Blanco, E.S.	Blanco	E.S.	E.S. Blanco			
bm000334237	Flahault, Charles Henri Marie (1852-1935)	Flahault	Charles Henri Marie	Charles Henri Marie Flahault		1852	1935
bm000353701	Veyra	Veyra             					
bm000339363	Lofft, R.E.	Lofft	R.E.	R.E. Lofft			
bm000032347	Aodumila (fl. 1912)	Aodumila (fl. 1912)             					
bm000141504	Wood, Dennis (fl. 1983)	Wood	Dennis	Dennis Wood	fl. 	1983	
bm000368315	Sabirov, B.Z.	Sabirov	B.Z.	B.Z. Sabirov			
bm000324517	DeWinkeler, John B. (fl. 1919-1924)	DeWinkeler	John B.	John B. DeWinkeler	fl. 	1919	1924
bm000127125	Brown, R.E. (fl. 1953)	Brown	R.E.	R.E. Brown	fl. 	1953	
bm000356749	Hill, J. Irving	Hill	J. Irving	J. Irving Hill			
bm000354359	Falkner, E.	Falkner	E.	E. Falkner			
bm000369284	Aguilar, Norma O. (1932-)	Aguilar	Norma O.	Norma O. Aguilar		1932	
bm000125883	Jenkins, Evelyn Mary (1918-)	Jenkins	Evelyn Mary	Evelyn Mary Jenkins		1918	
bm000368576	Sunarno, Bambang (1949-)	Sunarno	Bambang	Bambang Sunarno		1949	
bm000033390	Håkanson, Josef Wilhelm (1862-)	Håkanson	Josef Wilhelm	Josef Wilhelm Håkanson		1862	
bm000129505	Jøker, D. (fl. 1996)	Jøker	D.	D. Jøker	fl. 	1996	
bm000373841	Ball, Robert (1802-1857)	Ball	Robert	Robert Ball		1802	1857
bm000500210	Smith, Harvey C. (fl. 1945-2006)	Smith	Harvey C.	Harvey C. Smith	fl. 	1945	2006
bm000367684	Hsu, Ping-Sheng (1924-)	Hsu	Ping-Sheng	Ping-Sheng Hsu		1924	
bm000153053	Pagh, S. (fl. 1992)	Pagh	S.	S. Pagh	fl. 	1992	
bm000047184	Anthony, Alfred Webster (1865-1939)	Anthony	Alfred Webster	Alfred Webster Anthony		1865	1939
bm000152466	Ludlow-Wiechers, B.	Ludlow-Wiechers	B.	B. Ludlow-Wiechers			
bm000152381	Lewis, A.G. (1881-)	Lewis	A.G.	A.G. Lewis		1881	
bm000118609	Huntley, Kathleen Dixon (1918-)	Huntley	Kathleen Dixon	Kathleen Dixon Huntley		1918	
bm000130597	Mpongo, I. (fl. 1996)	Mpongo	I.	I. Mpongo	fl. 	1996	
bm000348026	Kulibin, Aleksandr Ivanovic (1800-1837)	Kulibin	Aleksandr Ivanovic	Aleksandr Ivanovic Kulibin		1800	1837
bm000343761	Bertsch, L.	Bertsch	L.	L. Bertsch			
bm000134481	Chabloz, Alfred (1866-1951)	Chabloz	Alfred	Alfred Chabloz		1866	1951
bm000001775	Cutler, David Frederick (1939-)	Cutler	David Frederick	David Frederick Cutler		1939	
bm000371421	Armstrong, George Miller (1893-)	Armstrong	George Miller	George Miller Armstrong		1893	
bm000361887	Kühn, Frantisek	Kühn	Frantisek	Frantisek Kühn			
bm000040769	Nijland, G.	Nijland	G.	G. Nijland			
bm000131817	Blanc, L. (fl. 2004)	Blanc	L.	L. Blanc	fl. 	2004	
bm000133429	Dansi, Alexandre (1966-)	Dansi	Alexandre	Alexandre Dansi		1966	
bm000139332	Delgado N., Gilda Graciela (fl. 1983)	Delgado N.	Gilda Graciela	Gilda Graciela Delgado N.	fl. 	1983	
bm000123646	Guevara Amortegui, Vicente (1867-)	Guevara Amortegui	Vicente	Vicente Guevara Amortegui		1867	
bm000005007	Lichtenstein, Martin Heinrich Karl von (1780-1857)	Lichtenstein	Martin Heinrich Karl von	Martin Heinrich Karl von Lichtenstein		1780	1857
bm000137479	García, Daniel (fl. 2007)	García	Daniel	Daniel García	fl. 	2007	
bm000053590	Papendorf, Max Cilliers (1917-)	Papendorf	Max Cilliers	Max Cilliers Papendorf		1917	
bm000154168	Studhalter, W.R.	Studhalter	W.R.	W.R. Studhalter			
bm000008013	Sota, Elías Ramón de la (1976-)	Sota	Elías Ramón de la	Elías Ramón de la Sota		1976	
bm000380107	Vanne, Kyllikki	Vanne	Kyllikki	Kyllikki Vanne			
bm000152896	Neldon	Neldon             					
bm000008002	Sonnerat, Pierre (1745-1814)	Sonnerat	Pierre	Pierre Sonnerat		1745	1814
bm000361742	Haxton, John (fl. 1792-1808)	Haxton	John	John Haxton	fl. 	1792	1808
bm000028678	Thollon, François-Romain (1855-1896)	Thollon	François-Romain	François-Romain Thollon		1855	1896
bm000075343	Brito, Antonio Luiz Vieira Toscano de	Brito	Antonio Luiz Vieira Toscano de	Antonio Luiz Vieira Toscano de Brito			
bm000365037	Linton, F.A. (1910-)	Linton	F.A.	F.A. Linton		1910	
bm000375305	Newell, Matthias (fl. 1910-1913)	Newell	Matthias	Matthias Newell	fl. 	1910	1913
bm000355052	Duben, T.	Duben	T.	T. Duben			
bm000124571	Bianchi (fl. 1914)	Bianchi (fl. 1914)             					
bm000348130	Marsh, Gordon A.	Marsh	Gordon A.	Gordon A. Marsh			
bm000137529	Cruz, M. (fl. 1980-1994)	Cruz	M.	M. Cruz	fl. 	1980	1994
bm000011156	Chimal Hernández, Aurora (1941-)	Chimal Hernández	Aurora	Aurora Chimal Hernández		1941	
bm000128147	Grimshaw, John M. (fl. 1994-2001)	Grimshaw	John M.	John M. Grimshaw	fl. 	1994	2001
bm000373429	Chen, J.-H.	Chen	J.-H.	J.-H. Chen			
bm000365963	Baker, Gladys Elizabeth (1908-)	Baker	Gladys Elizabeth	Gladys Elizabeth Baker		1908	
bm000339748	Carr, Edmund (1826-1916)	Carr	Edmund	Edmund Carr		1826	1916
bm000065392	Robertson, V.C. (fl. 1955-1957)	Robertson	V.C.	V.C. Robertson	fl. 	1955	1957
bm000200589	Welwitsch, F.J.M.	Welwitsch	F.J.M.	F.J.M. Welwitsch			
bm000342052	Irving, W.S.	Irving	W.S.	W.S. Irving			
bm000341133	Hall, F.	Hall	F.	F. Hall			
bm000382667	Bec, L. (fl. 1907)	Bec	L.	L. Bec	fl. 	1907	
bm000369198	Coles, S.	Coles	S.	S. Coles			
bm000337191	Wheeler, Harry Edgar (1874-1958)	Wheeler	Harry Edgar	Harry Edgar Wheeler		1874	1958
bm000373114	Buek, Johannes Nikolaus (1736-1812)	Buek	Johannes Nikolaus	Johannes Nikolaus Buek		1736	1812
bm000359773	Kegel	Kegel             					
bm000353471	Oddie, B.	Oddie	B.	B. Oddie			
bm000126458	Kreis, Marc (1963-)	Kreis	Marc	Marc Kreis		1963	
bm000346394	Carr (fl. 1852)	Carr (fl. 1852)             					
bm000146338	Galván, S.Y. (fl. 2002)	Galván	S.Y.	S.Y. Galván	fl. 	2002	
bm000373528	Hemrat, Chandee	Hemrat	Chandee	Chandee Hemrat			
bm000077955	Winterbottom, John Miall (Jack) (1903-1984)	Winterbottom	John Miall	John Miall Winterbottom			
bm000378014	Hernández, Mauro	Hernández	Mauro	Mauro Hernández			
bm000401217	Trail, G.W.	Trail	G.W.	G.W. Trail			
bm000331022	Sledge, William (1904-1991)	Sledge	William	William Sledge		1904	1991
bm000033729	Sneesby, G.W.	Sneesby	G.W.	G.W. Sneesby			
bm000353001	Kohli, P.N.	Kohli	P.N.	P.N. Kohli			
bm000361231	Rochette, M.S.	Rochette	M.S.	M.S. Rochette			
bm000340061	Refugio	Refugio             					
bm000366538	Liu, Jian-Hua (1935-)	Liu	Jian-Hua	Jian-Hua Liu		1935	
bm000343656	Dom, J.M.	Dom	J.M.	J.M. Dom			
bm000062198	Hadamard, Jacques (fl. 1917)	Hadamard	Jacques	Jacques Hadamard	fl. 	1917	
bm000150991	Deby, Julien Marc (1826-1895)	Deby	Julien Marc	Julien Marc Deby		1826	1895
bm000376575	Roscoe, William (1753-1831)	Roscoe	William	William Roscoe		1753	1831
bm000154602	Whitham, J.C. (fl. 1920-1927)	Whitham	J.C.	J.C. Whitham	fl. 	1920	1927
bm000139935	Jones, Warren D.	Jones	Warren D.	Warren D. Jones			
bm000352069	Hobson, S.	Hobson	S.	S. Hobson			
bm000050047	Collart, Albert (fl. 1937)	Collart	Albert	Albert Collart	fl. 	1937	
bm000058202	Tipaz, Galo (fl. 1985-1992)	Tipaz	Galo	Galo Tipaz	fl. 	1985	1992
bm000380686	Liu, T.-Yi	Liu	T.-Yi	T.-Yi Liu			
bm000372015	Smith, Cecil Clementi (1840-1916)	Smith	Cecil Clementi	Cecil Clementi Smith		1840	1916
bm000358085	Tamura, Hirotada	Tamura	Hirotada	Hirotada Tamura			
bm000370944	Dayal, R. (1944-)	Dayal	R.	R. Dayal		1944	
bm000392451	Boalch, Gerald T. (1933-)	Boalch	Gerald T.	Gerald T. Boalch		1933	
bm000355867	Laurent, T.	Laurent	T.	T. Laurent			
bm000337938	Wetherill, M.	Wetherill	M.	M. Wetherill			
bm000349403	Larsen, K.W.	Larsen	K.W.	K.W. Larsen			
bm000340028	Kohres, Gerhard	Kohres	Gerhard	Gerhard Kohres			
bm000131998	Marin, S. (fl. 1999-2000)	Marin	S.	S. Marin	fl. 	1999	2000
bm000138308	Trauba, W. (fl. 1998)	Trauba	W.	W. Trauba	fl. 	1998	
bm000339296	Liu, Ruo-Yong (1945-)	Liu	Ruo-Yong	Ruo-Yong Liu		1945	
bm000351102	Potts, J.W.	Potts	J.W.	J.W. Potts			
bm000378472	Newber, M. (fl. 1957)	Newber	M.	M. Newber	fl. 	1957	
bm000366794	Karttunen, Krister (1960-)	Karttunen	Krister	Krister Karttunen		1960	
bm000329063	Baber, Harry (1817-1892)	Baber	Harry	Harry Baber		1817	1892
bm000060771	Dubroeucq, Didier	Dubroeucq	Didier	Didier Dubroeucq			
bm000043888	Nels, Louis (1855-1910)	Nels	Louis	Louis Nels		1855	1910
bm000338603	Bowman, Raymond Paul (1931-1999)	Bowman	Raymond Paul	Raymond Paul Bowman		1931	1999
bm000374788	Tripet, Fritz (1843-1907)	Tripet	Fritz	Fritz Tripet		1843	1907
bm000064782	De la Caille, Nicolas Louis (1713-1762)	De la Caille	Nicolas Louis	Nicolas Louis De la Caille		1713	1762
bm000139384	Deberghes, C.	Deberghes	C.	C. Deberghes			
bm000339321	Richards, Annie F.	Richards	Annie F.	Annie F. Richards			
bm000366557	Williams, Justin Kirk	Williams	Justin Kirk	Justin Kirk Williams			
bm000346994	Harst, J.J. van der	Harst	J.J. van der	J.J. van der Harst			
bm000153959	Seward, Albert Charles (1863-1941)	Seward	Albert Charles	Albert Charles Seward		1863	1941
bm000362580	Kaltriter, Oren B.	Kaltriter	Oren B.	Oren B. Kaltriter			
bm000357519	Eubank, L.L.	Eubank	L.L.	L.L. Eubank			
bm000134351	Ngobi, J.B.C.	Ngobi	J.B.C.	J.B.C. Ngobi			
bm000141237	Lencina, M. (fl. 1998)	Lencina	M.	M. Lencina	fl. 	1998	
bm000117391	Gómez-Pompa, Arturo	Gómez-Pompa	Arturo	Arturo Gómez-Pompa			
bm000063252	Miller, O.H.	Miller	O.H.	O.H. Miller			
bm000354756	Bakhsheshi	Bakhsheshi             					
bm000057721	Téhé, Henri (fl. 1960-1967)	Téhé	Henri	Henri Téhé	fl. 	1960	1967
bm000056652	Godfrey-Faussett, B. (fl. 1933-1935)	Godfrey-Faussett	B.	B. Godfrey-Faussett	fl. 	1933	1935
bm000378903	Vandenberg, J.	Vandenberg	J.	J. Vandenberg			
bm000058041	San Román	San Román             					
bm000500256	Lalande, P. (fl. 1967-1973)	Lalande	P.	P. Lalande	fl. 	1967	1973
bm000134151	Teixeira, G.A. (fl. 1985)	Teixeira	G.A.	G.A. Teixeira	fl. 	1985	
bm000344797	Murchie, William (Bill) R.	Murchie	William	William Murchie			
bm000356048	Waters, A.G.	Waters	A.G.	A.G. Waters			
bm000123512	Ibn Tattou, Mohamed I.	Ibn Tattou	Mohamed I.	Mohamed I. Ibn Tattou			
bm000363273	Batalin, Alexander Theodorowicz (1847-1896)	Batalin	Alexander Theodorowicz	Alexander Theodorowicz Batalin		1847	1896
bm000325576	Broich, Steven L.	Broich	Steven L.	Steven L. Broich			
bm000365599	Desmarais, Yves (1918-)	Desmarais	Yves	Yves Desmarais		1918	
bm000035185	Papsch, Wolfgang (fl. 1996)	Papsch	Wolfgang	Wolfgang Papsch	fl. 	1996	
bm000351923	Barrington	Barrington             					
bm000358722	Hofman-Bang, J.	Hofman-Bang	J.	J. Hofman-Bang			
bm000057797	Pugialli, Helena R. L.	Pugialli	Helena R. L.	Helena R. L. Pugialli			
bm000140755	Cano, C.A. (fl. 1994)	Cano	C.A.	C.A. Cano	fl. 	1994	
bm000151882	Hugie, V.K. (fl. 1960)	Hugie	V.K.	V.K. Hugie	fl. 	1960	
bm000371064	Heinsius, H.W. (-1939)	Heinsius	H.W.	H.W. Heinsius			
bm000150747	Cheetham, C.A. (1875-1954)	Cheetham	C.A.	C.A. Cheetham		1875	1954
bm000337881	Nechita, F.	Nechita	F.	F. Nechita			
bm000052161	Flores Franco, Gabriel (fl. 1989-2003)	Flores Franco	Gabriel	Gabriel Flores Franco	fl. 	1989	2003
bm000039386	Fleck, Eduard (fl. 1888-1890)	Fleck	Eduard	Eduard Fleck	fl. 	1888	1890
bm000151530	Grafström, E. (fl. 1996)	Grafström	E.	E. Grafström	fl. 	1996	
bm000344231	Marahasan	Marahasan             					
bm000357323	Hart, W.D.	Hart	W.D.	W.D. Hart			
bm000374881	Beijer, A. de	Beijer	A. de	A. de Beijer			
bm000372003	Harreveld-Lako, Cornelia Hermina van (1883-1945)	Harreveld-Lako	Cornelia Hermina van	Cornelia Hermina van Harreveld-Lako		1883	1945
bm000346291	Scheer, K.	Scheer	K.	K. Scheer			
bm000373070	Silén, (Frans Johan) Frithiof (1839-1912)	Silén					
bm000356175	Huang, Ching-Chieu (1922-)	Huang	Ching-Chieu	Ching-Chieu Huang		1922	
bm000363074	Akaydin, Galip	Akaydin	Galip	Galip Akaydin			
bm000128142	Serrano Pacheco, Martha (fl. 1999-2005)	Serrano Pacheco	Martha	Martha Serrano Pacheco	fl. 	1999	2005
bm000200274	Kennedy, J. (1759-1842)	Kennedy	J.	J. Kennedy		1759	1842
bm000142440	Espinosa Jiménez, Josefa Anahi (fl. 2007)	Espinosa Jiménez	Josefa Anahi	Josefa Anahi Espinosa Jiménez	fl. 	2007	
bm000400230	Chekanovskiy, A.L. (fl. 1873-1876)	Chekanovskiy	A.L.	A.L. Chekanovskiy	fl. 	1873	1876
bm000355875	Rontschevsky	Rontschevsky             					
bm000125749	Dovey, P.	Dovey	P.	P. Dovey			
bm000044734	Sierra F., José A. (fl. 1947-1948)	Sierra F.	José A.	José A. Sierra F.	fl. 	1947	1948
bm000369012	Zhao, Yu-Tang (1932-)	Zhao	Yu-Tang	Yu-Tang Zhao		1932	
bm000141887	Villela, L.	Villela	L.	L. Villela			
bm000144326	Uhde, Adolphe Wilhelm Bernhard (1822-1863)	Uhde	Adolphe Wilhelm Bernhard	Adolphe Wilhelm Bernhard Uhde		1822	1863
bm000381721	Villamil, A.	Villamil	A.	A. Villamil			
bm000325123	Mertz, Henry Ney (1846-1926)	Mertz	Henry Ney	Henry Ney Mertz		1846	1926
bm000363772	Maguire, D.T.	Maguire	D.T.	D.T. Maguire			
bm000339970	Kidman-Cox, J. (fl. 1972)	Kidman-Cox	J.	J. Kidman-Cox	fl. 	1972	
bm000401237	Turner, J. (1786-1820)	Turner	J.	J. Turner		1786	1820
bm000055556	Therese, Charlotte Marianne Augusta von Bayern (1850-1925)	Therese	Charlotte Marianne Augusta von Bayern	Charlotte Marianne Augusta von Bayern Therese		1850	1925
bm000002240	Dunn, David Baxter (1917-1994)	Dunn	David Baxter	David Baxter Dunn		1917	1994
bm000377222	Körner, Heinz (fl. 1963-1972)	Körner	Heinz	Heinz Körner	fl. 	1963	1972
bm000355524	Huang, Cheng	Huang	Cheng	Cheng Huang			
bm000381326	Mullens, N.E.	Mullens	N.E.	N.E. Mullens			
bm000376777	González Canalejo, Antonino	González Canalejo	Antonino	Antonino González Canalejo			
bm000125987	Synnot, Walter (1773-1851)	Synnot	Walter	Walter Synnot		1773	1851
bm000350445	Teller, E.	Teller	E.	E. Teller			
bm000370554	Peck, James (Jim) H. (1947-)	Peck	James	James Peck			
bm000334057	Schnizlein, (Karl Friedrich Chrisoph) Wilhelm (1780-1856)	Schnizlein					
bm000037964	Loftin, Horace Greeley (fl. 1956-1971)	Loftin	Horace Greeley	Horace Greeley Loftin	fl. 	1956	1971
bm000033754	Roudaire, François Elie (1836-1885)	Roudaire	François Elie	François Elie Roudaire		1836	1885
bm000150265	Balasubramanium, S. (fl. 1972)	Balasubramanium	S.	S. Balasubramanium	fl. 	1972	
bm000038101	Hess, Hans E. (1920-)	Hess	Hans E.	Hans E. Hess		1920	
bm000141071	Soto, D. (fl. 2002)	Soto	D.	D. Soto	fl. 	2002	
bm000126192	Ramón de la Sagra	Ramón de la Sagra             					
bm000353838	Velázquez, U.	Velázquez	U.	U. Velázquez			
bm000359534	Opiz, J.F.	Opiz	J.F.	J.F. Opiz			
bm000337600	Stewart, E.C.M. (fl. 1937)	Stewart	E.C.M.	E.C.M. Stewart	fl. 	1937	
bm000360504	Reilly, P.	Reilly	P.	P. Reilly			
bm000350102	Conolly, Patrick	Conolly	Patrick	Patrick Conolly			
bm000036259	Pretzsch, Arthur (fl. 1906)	Pretzsch	Arthur	Arthur Pretzsch	fl. 	1906	
bm000373773	Smart, Robert F.	Smart	Robert F.	Robert F. Smart			
bm000128769	Stone, John Richard (1968-)	Stone	John Richard	John Richard Stone		1968	
bm000150288	Barets, R. (fl. 1964)	Barets	R.	R. Barets	fl. 	1964	
bm000334207	Dale, Hugh M. (1919-)	Dale	Hugh M.	Hugh M. Dale		1919	
bm000080740	Verduyn, G.P. (fl. 1986-1987)	Verduyn	G.P.	G.P. Verduyn	fl. 	1986	1987
bm000053174	Kundegraber, Hermann	Kundegraber	Hermann	Hermann Kundegraber			
bm000381461	Parker, Etta	Parker	Etta	Etta Parker			
bm000347396	Trana, Thomas D. (1951-)	Trana	Thomas D.	Thomas D. Trana		1951	
bm000353610	Berg, Karl Heinrich Edmund (1800-1874)	Berg	Karl Heinrich Edmund	Karl Heinrich Edmund Berg		1800	1874
bm000362470	Vestergaard, H.A.B. (1872-)	Vestergaard	H.A.B.	H.A.B. Vestergaard		1872	
bm000327085	Potzger, John Ernest (1886-1955)	Potzger	John Ernest	John Ernest Potzger		1886	1955
bm000377313	Mainland, Gordon B.	Mainland	Gordon B.	Gordon B. Mainland			
bm000375104	Benson, Richard Brownlow (c. 1831-1914)	Benson	Richard Brownlow	Richard Brownlow Benson			
bm000011039	Armbruster, William Scott (1951-)	Armbruster	William Scott	William Scott Armbruster		1951	
bm000347885	Septimen	Septimen             					
bm000367541	Newroth, Peter R. (fl. 1972-2001)	Newroth	Peter R.	Peter R. Newroth	fl. 	1972	2001
bm000340922	Clarke, J.	Clarke	J.	J. Clarke			
bm000346169	Gholamreza, Amin	Gholamreza	Amin	Amin Gholamreza			
bm000339723	Long, Albert George	Long	Albert George	Albert George Long			
